#{"t_start": 1622666921.248959, "env_id": null}
r,l,t
54.086923,11,3306.509739
34.396039,7,3307.106911
51.359196,11,3307.987604
68.370124,13,3308.978091
59.130691,13,3309.987738
58.553544,12,3310.949395
87.507239,16,3312.19762
44.398456,10,3312.96715
46.452546,10,3313.739851
49.308447,11,3314.61939
54.261198,12,3315.584538
48.538293,9,3316.296071
96.53548,19,3317.781697
44.251203,10,3318.562095
34.347482,7,3319.122945
108.220601,20,3320.745045
73.786347,13,3321.796917
57.633901,11,3322.683249
74.131242,16,3323.926174
87.830585,18,3325.306141
61.079337,10,3326.108691
70.192076,13,3327.103305
68.80711,14,3328.227831
44.475639,10,3329.040838
71.317994,13,3330.091113
39.273793,8,3330.74596
59.144922,13,3331.734754
39.382543,8,3332.357131
39.437637,8,3333.004551
69.807686,11,3333.880498
43.725056,9,3334.595253
108.523076,22,3336.284374
92.894454,19,3337.742951
51.255659,10,3338.544865
91.026262,18,3339.981897
495.666774,101,3346.798589
64.200907,14,3347.889773
106.457156,20,3349.477532
73.79362,14,3350.578686
39.421087,8,3351.193196
59.144907,13,3352.220886
39.265257,8,3352.863372
59.044969,12,3353.827692
68.888862,15,3354.964499
83.703111,18,3356.34918
75.156538,15,3357.483229
54.279406,12,3358.430338
51.386414,11,3359.284128
64.243226,14,3360.374537
49.236279,10,3361.186556
118.862857,23,3363.010871
112.058814,19,3364.497215
34.386689,7,3365.055298
122.781688,23,3366.874182
108.375047,23,3368.682498
57.739594,11,3369.543595
69.066977,15,3370.721808
103.659487,22,3372.44405
44.253442,9,3373.141989
54.180009,11,3374.023522
73.316125,15,3375.177743
95.345441,19,3376.670151
83.999358,18,3378.107576
78.91466,16,3379.398145
63.280463,12,3380.347834
54.164635,11,3381.230882
39.457491,9,3381.93157
44.265286,10,3382.700971
44.34556,10,3383.469256
93.684608,19,3385.014292
83.761634,17,3386.360437
93.803657,19,3387.923159
73.413058,14,3389.019093
44.228045,9,3389.707298
49.390798,11,3390.575572
161.802263,31,3392.968838
54.177447,11,3393.831869
122.593827,23,3395.624885
93.622394,20,3397.191095
64.326034,14,3398.296864
54.271291,11,3399.169453
57.084967,10,3399.981586
66.54628,13,3401.023309
49.408056,11,3401.893728
74.126487,16,3403.148117
93.97541,20,3404.740402
59.112869,12,3405.71893
59.282977,12,3406.671331
73.887649,16,3407.915082
74.044404,15,3409.123868
83.879212,18,3410.530481
42.877648,8,3411.164555
44.284239,10,3411.957687
73.720671,16,3413.188291
76.98619,15,3414.385954
53.618149,11,3415.257639
39.497582,9,3415.979783
90.31386,17,3417.269874
69.160161,15,3418.432583
182.333648,33,3421.229503
44.479427,10,3422.049075
49.187278,11,3422.898226
73.935089,14,3423.95043
59.227325,13,3424.979534
39.413167,8,3425.601271
68.248625,13,3426.620752
52.0139,10,3427.422143
44.381833,9,3428.132421
58.37977,11,3428.996534
112.970816,19,3430.513265
101.832462,16,3431.767343
68.996476,15,3432.91134
54.144038,11,3433.784926
63.949583,13,3434.751388
34.529752,8,3435.402454
48.597912,10,3436.187911
89.709785,17,3437.522976
91.027786,18,3438.916253
83.652076,18,3440.304039
39.398278,9,3440.998317
92.452069,17,3442.35734
44.276451,9,3443.066096
67.739621,13,3444.080955
44.243991,9,3444.80986
59.343758,13,3445.854345
120.445776,20,3447.375035
68.905688,15,3448.550132
120.39294,23,3450.372825
44.287687,9,3451.086664
50.014831,10,3451.902447
39.335567,8,3452.556018
48.40934,9,3453.262259
62.849354,12,3454.223612
73.806712,15,3455.386907
65.673968,12,3456.362477
108.412325,23,3458.077829
34.414103,7,3458.641803
44.442919,10,3459.439495
44.3871,10,3460.242148
73.860233,14,3461.358744
76.258357,12,3462.29739
77.606861,15,3463.509109
62.312371,13,3464.529687
49.368554,11,3465.400283
49.233631,10,3466.157559
39.358023,8,3466.796418
57.939248,10,3467.652699
39.298907,8,3468.276931
93.833602,20,3469.858115
34.449941,8,3470.492226
87.104237,16,3471.738577
78.905384,16,3473.00543
39.288214,8,3473.656353
54.27426,12,3474.614831
83.81764,18,3475.987721
108.048019,21,3477.685585
146.349392,26,3479.738071
69.070069,15,3480.899227
61.207077,12,3481.85693
118.965197,18,3483.302199
57.089217,12,3484.248048
59.002113,12,3485.169517
82.076168,16,3486.399208
54.1414,12,3487.34015
52.528412,11,3488.217124
74.128019,14,3489.327779
97.566539,18,3490.726396
44.285864,9,3491.444127
59.298197,13,3492.474788
39.35671,8,3493.100061
39.35499,8,3493.738248
57.379155,10,3494.551713
67.282917,13,3495.577632
93.717898,19,3497.041569
44.381504,9,3497.754615
88.940415,19,3499.270638
59.115122,13,3500.288159
496.076277,101,3507.100568
59.222621,13,3508.122614
44.236733,9,3508.846048
110.732935,18,3510.261367
95.983021,18,3511.646492
91.562299,17,3513.01695
124.523183,20,3514.689363
39.287395,8,3515.322882
44.206003,9,3516.040416
84.027781,18,3517.465434
106.474545,20,3519.024427
49.302808,11,3519.891246
79.22895,15,3521.076854
44.237205,10,3521.847121
106.11911,20,3523.456243
59.169966,13,3524.454001
70.006941,13,3525.492142
86.712481,15,3526.674146
53.552349,11,3527.53228
39.281691,8,3528.163426
59.222864,12,3529.110512
49.11686,10,3529.885126
63.955252,14,3530.945171
78.11353,14,3532.033817
49.302445,11,3532.895191
64.171144,14,3533.988359
44.404384,10,3534.744909
118.712167,25,3536.717287
62.763361,12,3537.618485
58.509045,11,3538.442209
60.149368,12,3539.353606
44.472093,10,3540.13206
84.119041,17,3541.460848
39.416741,8,3542.117698
118.206137,21,3543.774459
39.358493,8,3544.410782
54.058144,11,3545.271581
49.280416,11,3546.112134
78.785428,17,3547.477222
54.279507,12,3548.404585
160.365049,27,3550.563716
44.257535,10,3551.359409
59.124257,13,3552.378138
103.940111,20,3553.937701
49.252365,10,3554.740849
93.259127,18,3556.158939
95.060605,14,3557.291969
88.746735,19,3558.769381
124.283844,22,3560.526709
49.305573,11,3561.376654
53.614903,11,3562.250819
76.467345,14,3563.381722
49.325195,10,3564.191796
79.013804,15,3565.350692
76.631632,12,3566.269021
84.885294,17,3567.584578
101.75335,18,3569.013223
44.388309,9,3569.742058
89.549876,17,3571.073206
67.903575,13,3572.118302
498.247699,101,3578.90428
170.093855,25,3580.923539
59.160077,12,3581.867734
49.223373,10,3582.675769
72.743205,14,3583.797354
138.441115,27,3585.896146
34.32999,7,3586.453701
66.634556,12,3587.412492
63.536773,12,3588.341921
103.712106,22,3590.056815
79.757347,16,3591.32604
80.083197,16,3592.590242
49.42215,11,3593.486746
48.355564,10,3594.2707
83.952347,16,3595.531136
106.408797,21,3597.166956
59.158715,12,3598.130304
64.137726,13,3599.146093
43.887131,9,3599.862914
34.511227,8,3600.518049
54.084953,11,3601.388055
61.225005,13,3602.414015
49.175634,10,3603.196234
81.423439,15,3604.386946
69.785441,13,3605.422598
67.111996,14,3606.518615
44.346117,10,3607.297168
49.190524,11,3608.140355
44.371935,10,3608.928203
78.364806,16,3610.15132
80.261336,15,3611.352386
111.899228,20,3612.934584
69.134002,14,3614.058647
88.688054,18,3615.479585
65.681902,13,3616.474781
102.387028,18,3617.912911
129.020351,21,3619.598437
76.431503,15,3620.77069
48.715632,10,3621.567347
108.715787,20,3623.102969
78.054801,16,3624.384743
59.111176,12,3625.363728
66.385452,12,3626.332356
103.758243,20,3627.91801
59.098026,12,3628.871796
49.253357,10,3629.693379
49.370276,11,3630.580549
88.816237,18,3632.004665
54.338911,12,3632.958463
49.225186,11,3633.81759
61.122676,12,3634.763921
84.852941,15,3635.946847
105.328544,20,3637.525857
83.64622,18,3638.923845
94.267935,17,3640.303436
73.923934,15,3641.463619
104.779306,20,3643.057161
85.934543,17,3644.391285
61.539875,11,3645.301538
103.726106,20,3646.912197
126.515236,21,3648.522517
34.41582,7,3649.090202
121.51294,23,3650.91054
148.339092,26,3652.974422
107.248671,20,3654.571252
44.398068,10,3655.345312
106.851544,20,3656.886011
83.702206,16,3658.15221
54.418181,12,3659.122797
113.353699,18,3660.570501
94.787571,17,3661.929702
49.398491,11,3662.821775
54.27636,12,3663.77857
59.086905,13,3664.815073
112.431273,20,3666.42131
74.016946,16,3667.687593
108.733572,22,3669.404192
72.741827,13,3670.427217
62.036278,13,3671.419287
44.205387,9,3672.141653
143.611211,26,3674.209631
39.381743,8,3674.849714
132.673039,26,3676.824639
77.580648,15,3678.006203
64.304366,14,3679.128268
76.448133,14,3680.205158
44.470791,10,3680.997184
69.019116,15,3682.171151
73.114654,14,3683.273651
59.197587,13,3684.30008
59.207475,13,3685.305188
112.81589,22,3687.067127
59.15001,12,3688.002803
44.335257,9,3688.696353
107.762513,22,3690.33346
95.533327,16,3691.611789
125.71904,24,3693.554203
93.018445,19,3694.974549
84.402891,17,3696.320271
54.292532,12,3697.276194
63.930803,13,3698.323064
57.432776,11,3699.20644
54.199031,11,3700.093404
63.998094,13,3701.146638
59.170752,12,3702.092521
99.576782,17,3703.465585
62.204061,13,3704.481613
110.143467,20,3706.031012
80.129006,16,3707.361253
54.13818,12,3708.291622
93.506691,20,3709.837742
92.718404,17,3711.15269
111.01447,20,3712.693139
39.336018,9,3713.390114
88.397241,18,3714.795226
64.098877,14,3715.905137
116.153207,21,3717.550136
88.970981,19,3719.04282
49.181505,10,3719.836914
43.024693,8,3720.4846
117.418882,23,3722.307373
44.357356,10,3723.090216
39.318272,8,3723.731468
103.385824,21,3725.375414
89.10705,18,3726.811414
44.324379,9,3727.530284
49.276638,11,3728.398281
83.379165,14,3729.48474
68.994938,14,3730.56899
102.909918,21,3732.228126
59.171506,13,3733.21998
89.31939,17,3734.571718
70.187263,14,3735.689022
69.409165,14,3736.76817
86.846976,16,3738.034215
83.040738,16,3739.310248
78.970562,16,3740.575443
59.132273,13,3741.577673
64.046117,13,3742.61657
44.312919,9,3743.319702
61.130546,13,3744.352837
96.391817,16,3745.593484
66.065885,11,3746.479307
98.329439,15,3747.669396
133.381655,22,3749.506046
59.428733,13,3750.554612
39.457543,9,3751.284024
44.445717,10,3752.092056
78.794681,16,3753.377855
111.20908,22,3755.107709
81.311216,15,3756.276585
59.012338,12,3757.194528
73.584116,12,3758.133838
49.182492,10,3758.910743
49.250932,10,3759.700563
54.18154,11,3760.585363
74.031613,15,3761.767803
150.378329,30,3764.103495
82.184461,16,3765.369564
125.276791,20,3766.97957
64.189103,14,3768.111096
98.354989,20,3769.661904
81.933827,16,3770.937114
49.234363,10,3771.738181
58.670121,12,3772.680881
66.810574,11,3773.562667
54.233767,12,3774.533919
54.333074,12,3775.482504
49.194562,11,3776.34888
74.939166,12,3777.332117
98.672225,20,3778.933556
151.511471,27,3781.155228
59.127483,12,3782.101341
64.068521,13,3783.118641
59.083677,13,3784.158338
39.422671,9,3784.859641
68.368969,14,3785.998565
63.318972,13,3787.02065
104.159942,19,3788.602811
49.234298,11,3789.517355
39.415765,8,3790.177096
122.651693,20,3791.767017
103.401058,22,3793.520459
116.329847,23,3795.301956
73.84028,16,3796.529997
155.971718,24,3798.420176
119.576556,21,3800.161589
112.147065,22,3801.923856
113.491822,24,3803.84568
49.796817,9,3804.59972
95.075209,19,3806.113921
68.118101,13,3807.148587
49.089362,10,3807.960402
66.365242,12,3808.94072
49.221404,10,3809.738632
39.494483,9,3810.452899
56.020934,10,3811.263633
62.288887,13,3812.294099
64.138115,14,3813.391879
84.61047,14,3814.506867
59.246001,13,3815.540059
64.198119,13,3816.562214
171.885781,31,3818.988462
49.226319,10,3819.790095
88.908722,19,3821.311611
80.238021,15,3822.467635
76.087072,12,3823.426052
54.191191,11,3824.288157
113.572989,24,3826.149434
67.242221,14,3827.279487
39.274821,8,3827.924168
34.53647,8,3828.574825
68.590563,14,3829.687406
78.21118,15,3830.882496
110.148056,19,3832.399842
93.680756,20,3834.046056
58.576524,12,3835.004248
64.08111,13,3836.017396
54.237468,12,3836.958766
54.168132,11,3837.820225
65.815985,12,3838.738363
69.082037,15,3839.929808
64.279074,14,3841.005361
59.365658,11,3841.886314
62.330952,13,3842.911175
54.260047,12,3843.864217
69.062946,15,3845.044994
38.333121,8,3845.677558
39.284668,9,3846.351782
49.149637,10,3847.136412
59.071798,12,3848.085381
54.300556,12,3849.017501
107.513755,17,3850.344992
49.293484,11,3851.196066
54.360067,12,3852.170032
65.266458,12,3853.139276
88.172571,17,3854.469432
64.256787,13,3855.472008
75.213611,13,3856.495195
66.415377,13,3857.533782
97.01838,19,3859.025629
59.132137,12,3859.966016
44.280862,9,3860.684595
92.617784,16,3861.943194
39.319996,8,3862.596971
101.827659,18,3864.060003
54.204379,11,3864.930528
71.094171,14,3866.014578
101.863575,21,3867.661839
67.911035,13,3868.7229
128.269577,27,3870.913746
74.098505,16,3872.150496
66.311536,13,3873.153233
127.308656,25,3875.10435
93.60819,19,3876.563799
101.42589,15,3877.763331
88.640769,19,3879.177517
44.276321,9,3879.882577
74.133955,16,3881.163991
93.708914,19,3882.678679
66.323108,13,3883.701047
106.326523,20,3885.285503
73.858333,16,3886.51691
43.737384,9,3887.244219
96.725665,19,3888.772558
48.736644,10,3889.568842
61.843117,11,3890.439204
68.302581,13,3891.48329
60.182427,11,3892.35919
59.074517,12,3893.314806
52.145897,10,3894.095482
34.374974,7,3894.654179
112.038744,22,3896.361471
88.145389,18,3897.777212
44.333905,9,3898.500074
72.245093,14,3899.645846
34.447642,8,3900.276679
64.035775,13,3901.287702
76.279997,15,3902.466038
78.83123,16,3903.741546
58.304201,12,3904.703917
59.259851,13,3905.74416
44.355328,10,3906.536573
39.351733,8,3907.180475
34.336435,7,3907.745413
34.491814,7,3908.319324
39.344236,8,3908.96784
60.583543,12,3909.905473
59.124107,12,3910.832783
49.324966,10,3911.630019
74.85615,15,3912.784807
83.535203,15,3913.962281
62.107759,12,3914.926022
56.632278,10,3915.71443
87.089529,16,3916.971336
44.44609,10,3917.744533
59.193325,13,3918.770607
78.789068,17,3920.088652
74.218638,13,3921.137899
39.338877,8,3921.776164
73.978876,15,3922.952935
78.687219,15,3924.143553
68.328333,13,3925.163998
54.06793,11,3926.013107
253.382117,46,3929.629416
44.598101,9,3930.333502
73.111813,15,3931.519421
54.149572,11,3932.363043
74.012869,16,3933.617624
139.116304,28,3935.84712
66.427133,13,3936.876197
74.51542,14,3937.984758
77.977689,15,3939.127225
93.504995,20,3940.654559
39.29905,8,3941.265549
44.255923,9,3941.97611
95.891204,17,3943.321043
89.122191,18,3944.705556
79.029686,16,3945.93358
56.44026,10,3946.72791
59.005733,12,3947.684572
67.764439,13,3948.717989
59.218883,12,3949.670283
59.332517,13,3950.736912
54.052186,11,3951.58659
79.150032,17,3952.9216
80.937009,15,3954.119572
34.367698,8,3954.748625
73.101045,15,3955.898614
34.361207,7,3956.463613
79.03913,17,3957.802279
103.689204,22,3959.521198
64.134837,14,3960.6303
53.714741,11,3961.516842
54.062531,12,3962.458598
85.179753,15,3963.630909
49.412239,11,3964.511581
39.140273,8,3965.148084
108.857405,23,3966.929155
57.399389,12,3967.889546
82.601404,15,3969.103006
149.717284,29,3971.418569
56.907328,11,3972.302893
108.433984,23,3974.102725
59.181752,13,3975.133011
39.374685,8,3975.771434
63.482813,13,3976.814586
104.859187,21,3978.494176
39.335032,8,3979.143294
49.283258,11,3980.029659
44.322137,10,3980.81608
78.821265,16,3982.100023
44.370799,10,3982.911806
34.364816,7,3983.479474
67.480554,12,3984.44357
59.280855,13,3985.47495
122.245926,21,3987.105198
44.362851,10,3987.874142
132.732062,27,3989.977477
83.892664,17,3991.340812
44.118689,9,3992.046205
79.104688,17,3993.403311
78.909067,17,3994.763279
88.702109,15,3995.919799
44.38195,10,3996.725162
43.697649,9,3997.454549
97.997677,20,3999.072194
59.232583,12,4000.044073
74.426939,15,4001.262438
77.816997,15,4002.483498
39.368695,9,4003.208746
103.630449,22,4004.890456
49.244907,10,4005.708555
78.374925,16,4006.992698
68.912073,14,4008.067158
54.133696,11,4008.951236
44.289669,9,4009.679475
46.429972,10,4010.477773
68.737912,13,4011.505939
44.239172,9,4012.226522
111.624004,22,4013.994137
44.258036,9,4014.711913
65.266108,13,4015.762608
57.138294,12,4016.738563
95.386154,13,4017.80702
110.839745,20,4019.467494
44.286508,9,4020.18691
59.177316,12,4021.157472
49.236378,10,4021.96771
54.120922,11,4022.861856
53.582592,11,4023.737834
93.623372,20,4025.287287
49.343705,11,4026.163697
67.021153,14,4027.235876
93.98995,20,4028.805329
100.875315,21,4030.439009
88.507496,16,4031.767558
63.420433,13,4032.78002
62.042217,12,4033.721074
44.365254,10,4034.504807
118.153138,21,4036.196477
81.95117,13,4037.232815
73.362286,13,4038.27681
74.125195,16,4039.509782
167.311489,24,4041.379054
107.94416,21,4043.036865
39.430248,9,4043.746245
57.941821,11,4044.652191
49.266755,11,4045.51237
54.146592,12,4046.447807
63.599885,13,4047.491783
112.83896,23,4049.333441
107.712168,20,4050.914883
135.234947,24,4052.84516
49.205293,10,4053.645305
139.414272,24,4055.580688
64.212606,12,4056.523746
59.255877,13,4057.516078
69.052789,15,4058.696603
49.218579,11,4059.562462
85.848802,17,4060.920422
58.596065,11,4061.817896
59.081298,12,4062.734079
66.136746,13,4063.767673
86.027838,18,4065.204808
69.014433,15,4066.386089
78.90189,17,4067.694705
54.182201,11,4068.573219
66.393961,13,4069.599119
74.049775,15,4070.799495
73.142614,14,4071.887593
64.271455,14,4072.958595
59.170099,13,4073.95531
101.711761,20,4075.502318
88.882472,19,4076.956482
103.574952,17,4078.307361
69.066669,15,4079.481746
61.247726,13,4080.465855
54.45707,11,4081.324548
164.516861,28,4083.537068
102.994519,21,4085.150824
103.530886,22,4086.8901
119.730011,22,4088.646543
39.282936,8,4089.28169
98.627045,20,4090.85516
64.049291,13,4091.882073
64.241714,14,4093.034586
34.509292,8,4093.65734
63.237039,12,4094.6021
76.703463,13,4095.645223
93.852343,20,4097.215725
39.463006,9,4097.936324
76.962339,13,4098.951833
54.338962,11,4099.821694
92.066396,16,4101.030598
49.261575,10,4101.823863
64.096609,13,4102.83457
49.316206,10,4103.610491
123.410935,26,4105.653324
69.033095,14,4106.741549
78.660953,16,4107.99443
39.321775,8,4108.642288
49.239568,11,4109.494122
47.255688,10,4110.277499
93.101505,19,4111.76925
39.267369,8,4112.466209
89.4842,17,4113.805371
66.805755,11,4114.710522
110.842635,20,4116.265158
68.401557,14,4117.346842
85.941709,18,4118.742634
59.292286,13,4119.763484
54.139643,12,4120.711737
43.730041,9,4121.413557
78.810119,16,4122.672882
72.486469,13,4123.7168
134.950646,20,4125.256001
54.173818,11,4126.12343
157.362349,27,4128.273873
58.49388,12,4129.226949
94.372372,14,4130.352249
63.980022,14,4131.424407
73.384894,15,4132.601616
67.890779,13,4133.626463
173.842034,29,4135.937263
39.346033,8,4136.574243
74.058411,15,4137.710075
63.919732,13,4138.713499
106.950069,20,4140.284046
63.535516,13,4141.329311
34.347999,7,4141.882176
54.067948,11,4142.763876
54.262533,12,4143.700253
39.452165,9,4144.432382
102.242838,20,4146.012155
43.728992,9,4146.718349
59.189613,13,4147.756232
44.274791,9,4148.474308
64.124573,13,4149.517869
34.403872,7,4150.088465
102.813097,14,4151.250648
73.858155,15,4152.432472
52.151534,10,4153.232455
67.200009,14,4154.354922
49.25923,10,4155.131776
83.817909,18,4156.513951
75.969054,16,4157.83879
98.86455,18,4159.266376
67.223486,14,4160.386112
54.227595,12,4161.343894
73.998786,16,4162.579716
95.626327,19,4164.035395
58.393493,11,4164.896348
44.446749,10,4165.718784
54.281202,12,4166.695635
93.745895,20,4168.302933
64.112057,14,4169.411958
83.6098,17,4170.756071
44.438795,10,4171.529419
103.31732,21,4173.154583
65.395465,13,4174.158946
46.41387,10,4174.934086
44.298985,9,4175.621487
54.165617,12,4176.544158
64.155126,14,4177.586897
103.438125,22,4179.280878
59.094394,12,4180.202895
54.271458,12,4181.144803
64.027732,13,4182.18819
64.020204,13,4183.208575
83.847752,18,4184.613529
39.297943,8,4185.254825
141.858256,23,4187.08973
44.331827,9,4187.81148
116.901603,24,4189.686081
83.728241,17,4191.058564
63.904242,13,4192.09266
61.38915,13,4193.105884
83.839636,16,4194.442422
98.772418,21,4196.070504
83.685271,18,4197.491131
54.352989,11,4198.333339
96.449019,20,4199.85103
59.252845,13,4200.848858
83.080561,17,4202.143387
72.587218,14,4203.267256
73.880848,15,4204.435597
59.344407,13,4205.458308
91.005148,17,4206.817441
87.527324,17,4208.150934
68.022009,13,4209.18766
93.937789,20,4210.765198
62.775438,11,4211.632048
39.272792,8,4212.260755
66.930108,13,4213.263276
64.452149,13,4214.276794
71.291991,14,4215.402173
134.44779,27,4217.548086
83.85419,17,4218.881085
77.268858,14,4219.985507
68.760542,12,4220.92904
44.22063,9,4221.650156
56.342739,12,4222.596234
79.309126,16,4223.839854
60.553171,12,4224.787972
44.220326,9,4225.49486
39.25615,8,4226.119315
124.829741,20,4227.682192
59.274105,13,4228.700191
66.932545,12,4229.670602
98.096767,16,4230.927454
83.158889,17,4232.322618
59.048114,13,4233.329277
73.930391,16,4234.563866
93.623896,20,4236.124367
72.983968,13,4237.136983
91.704958,17,4238.489982
34.54285,8,4239.120679
59.074371,12,4240.05916
39.362838,8,4240.700024
49.251087,10,4241.51582
63.980196,14,4242.642101
126.69537,24,4244.521464
101.982844,20,4246.200297
120.013852,21,4247.82493
68.940311,13,4248.872595
49.31294,10,4249.676754
54.220672,11,4250.525365
84.158355,18,4251.962433
63.409983,13,4252.988486
89.772265,17,4254.32635
110.722932,18,4255.770412
52.398216,11,4256.658658
102.529209,18,4258.104753
64.274579,14,4259.216816
68.953807,14,4260.317322
68.993908,15,4261.475632
88.095685,17,4262.805193
48.615768,10,4263.590046
49.265417,11,4264.449366
44.238355,9,4265.188221
83.297305,17,4266.55366
68.979103,15,4267.719947
59.118071,13,4268.716069
93.713658,20,4270.245136
135.288032,27,4272.310116
62.854775,12,4273.248066
62.901118,11,4274.18242
39.342933,8,4274.810604
78.2876,15,4276.007577
39.282493,8,4276.647948
43.608254,8,4277.281308
39.398132,9,4277.976217
117.583338,23,4279.775999
39.502595,9,4280.495312
173.548544,31,4282.967991
164.117701,33,4285.647983
122.434949,23,4287.518124
73.226685,15,4288.73343
44.204741,9,4289.451265
92.327165,14,4290.584026
83.9115,18,4292.052098
49.241938,11,4292.902554
108.45246,22,4294.651184
173.807527,29,4296.997765
54.190173,12,4297.946532
99.814298,18,4299.393861
58.398494,12,4300.341759
59.259839,12,4301.29498
64.121569,14,4302.394135
123.284833,25,4304.269583
74.907795,14,4305.347999
80.083621,16,4306.666942
73.95704,15,4307.876008
43.706496,9,4308.597929
44.240212,9,4309.288294
44.27293,10,4310.068173
98.091108,20,4311.653937
49.380115,11,4312.52193
154.572213,24,4314.433392
44.212326,9,4315.147284
77.024974,14,4316.254959
88.730265,18,4317.696328
54.284524,12,4318.640627
49.275849,11,4319.507783
44.36107,10,4320.286963
94.004008,15,4321.517014
59.0008,13,4322.518879
64.070588,13,4323.514
38.779311,8,4324.152322
49.340731,10,4324.941152
39.362873,9,4325.647935
78.756283,17,4327.00483
58.022834,11,4327.903121
59.134027,13,4328.880553
59.424324,13,4329.915806
89.150726,19,4331.421173
34.371312,7,4331.978436
74.886471,12,4332.947268
103.362653,19,4334.432974
76.631393,13,4335.456841
95.555306,18,4336.898331
98.499871,20,4338.474158
69.050431,15,4339.640185
71.10726,12,4340.601265
64.162804,14,4341.652591
69.1228,13,4342.667432
196.179439,31,4345.150661
39.369371,9,4345.868454
59.31655,13,4346.895543
68.952008,15,4348.058026
67.629914,13,4349.089643
63.97885,13,4350.114701
59.047661,12,4351.082119
85.691592,17,4352.362583
59.225484,13,4353.388417
128.519531,27,4355.638637
92.035827,18,4357.034457
49.165428,10,4357.811877
39.550369,9,4358.54315
128.411993,24,4360.437543
39.34294,8,4361.077297
58.504908,12,4362.05673
64.160774,14,4363.164795
82.936248,17,4364.467649
64.086961,14,4365.549151
68.984697,15,4366.727069
146.680562,21,4368.423539
44.400217,9,4369.147817
49.272725,11,4370.025197
59.138264,13,4371.059807
44.380359,10,4371.85726
66.180285,12,4372.815105
59.200835,13,4373.838833
83.366768,15,4375.034554
80.037456,13,4376.109927
56.782216,10,4376.912768
162.703013,28,4379.147592
83.942168,17,4380.523654
59.186514,12,4381.493625
34.398797,7,4382.065491
88.860293,19,4383.530801
106.378833,20,4385.105754
110.954239,21,4386.810422
34.457016,7,4387.377858
84.752049,15,4388.583087
88.500283,18,4389.887783
43.022947,8,4390.518903
75.962605,14,4391.64633
69.313568,14,4392.729476
54.2625,12,4393.651262
164.0006,27,4395.782812
59.123734,13,4396.784583
139.306043,25,4398.724608
66.450556,12,4399.667624
113.46728,17,4401.049344
127.796514,26,4403.117351
79.171324,14,4404.25015
108.879498,22,4405.992664
100.364077,17,4407.391162
39.310761,9,4408.1106
64.250351,14,4409.270928
69.292976,15,4410.474901
69.072874,15,4411.657043
169.607371,28,4413.817708
118.996841,20,4415.372067
43.789481,9,4416.069568
81.349306,16,4417.346462
70.938093,12,4418.289871
62.21433,11,4419.184057
91.134534,18,4420.61328
80.784215,14,4421.730164
54.354735,12,4422.706215
84.987604,17,4424.051296
79.204132,17,4425.408757
92.604875,18,4426.745657
69.071873,15,4427.937892
83.776771,18,4429.356978
69.189595,15,4430.547623
44.39207,9,4431.265723
44.412621,10,4432.068159
99.869677,17,4433.458352
44.231842,9,4434.156189
93.510071,19,4435.642745
59.218414,13,4436.700685
71.157262,15,4437.928988
69.937012,14,4439.036332
69.02603,10,4439.836733
73.846801,16,4441.110047
113.704312,20,4442.689272
68.908147,14,4443.780283
44.257273,9,4444.497121
72.112904,14,4445.623209
98.679695,21,4447.255988
57.916452,11,4448.152693
102.862226,21,4449.725718
123.371933,26,4451.695541
52.890838,9,4452.408802
67.01878,13,4453.42666
39.449308,9,4454.131325
76.649894,14,4455.25841
56.59242,11,4456.130622
172.874218,27,4458.237743
93.717698,19,4459.714568
64.033242,13,4460.714047
59.289764,13,4461.699808
80.743336,14,4462.8397
158.51691,28,4465.078616
54.106458,11,4465.960325
71.210702,11,4466.835124
119.397391,18,4468.265896
34.381498,7,4468.819703
140.452177,26,4470.90564
95.391218,18,4472.335691
34.481965,8,4472.964655
59.050602,13,4473.960641
73.886828,14,4475.051911
74.227821,16,4476.341281
39.339152,8,4476.979632
98.525335,20,4478.543945
34.358018,7,4479.108923
114.647498,21,4480.785273
95.787812,19,4482.321127
54.118452,11,4483.211785
99.081363,20,4484.833971
145.913185,23,4486.663643
59.11721,12,4487.61324
107.889645,18,4489.016111
122.331387,22,4490.748166
49.368723,11,4491.641524
69.17436,15,4492.830137
49.176713,11,4493.681898
88.315879,15,4494.881826
72.686729,12,4495.850099
39.27236,8,4496.483087
39.28442,8,4497.132681
103.449024,17,4498.527031
78.806174,17,4499.834583
64.149994,14,4500.928309
44.437317,10,4501.731058
49.430841,11,4502.619083
100.118534,16,4503.886281
117.382343,22,4505.617465
53.146802,10,4506.441305
59.149171,12,4507.400795
115.92215,23,4509.213787
39.29925,8,4509.862644
59.140489,13,4510.893172
114.536886,22,4512.64371
153.441783,31,4515.057693
39.339312,8,4515.700999
44.446928,10,4516.507951
34.496728,7,4517.072908
68.8947,14,4518.223654
58.443346,12,4519.163481
48.483828,10,4519.971051
72.724856,13,4521.002482
88.924997,19,4522.442963
44.282591,9,4523.155188
39.369089,9,4523.840949
79.659232,14,4524.95343
62.726059,12,4525.898286
113.668948,24,4527.77695
110.804858,20,4529.373176
71.736005,12,4530.346992
108.921243,19,4531.851946
77.990213,16,4533.065143
69.184733,15,4534.256896
62.438273,11,4535.145617
34.456074,7,4535.71037
48.688638,10,4536.520564
78.152195,16,4537.805736
49.22671,11,4538.687182
61.203067,12,4539.665111
88.739394,18,4541.083727
69.076396,15,4542.269102
69.257943,15,4543.454356
